J,Thrust,Ct,Cp,Source
3.7765957446808516,-1707.0814048624638,-0.06972150661270435,-0.2173105569964609,A&LResults
3.6255319148936174,-618.2580935123318,-0.023271523079576133,-0.04827638073756098,A&LResults
3.486088379705401,546.6229948267102,0.019022877722525623,0.09846967903334898,A&LResults
3.356973995271868,1790.4626171323596,0.057779362332355824,0.22663731474122306,A&LResults
3.2370820668693012,3112.8968552771044,0.09340791606477336,0.33912385315921184,A&LResults
3.1254585473220837,4502.779709516982,0.1259562492389152,0.43644903855556877,A&LResults
3.021276595744681,5954.297914063356,0.15564066068109356,0.5203124101521444,A&LResults
2.9238160603980785,7460.430751219414,0.18263143472736465,0.5923375967497453,A&LResults
2.8324468085106385,8951.589060386641,0.20565306913644912,0.6502035854717728,A&LResults
2.746615087040619,10288.487254059572,0.22225864336225298,0.6887795350410826,A&LResults
2.665832290362954,11762.703139240557,0.23937804600327428,0.7263840402774386,A&LResults
2.5896656534954405,13308.460926915643,0.25557993784065647,0.7596266218771297,A&LResults
2.517730496453901,14875.459168020709,0.27002277344920034,0.7866293130358845,A&LResults
3.7765957446808516,-1529.0599365234375,-0.062450661211513436,-0.18967776193102345,XRotorResults
3.6255319148936174,-464.20025634765625,-0.017472714215142206,-0.026675711665695788,XRotorResults
3.486088379705401,671.73193359375,0.023376759770453056,0.11525905800624328,XRotorResults
3.356973995271868,1891.137451171875,0.06102820297167365,0.241483656084959,XRotorResults
3.2370820668693012,3178.11328125,0.09536484902032369,0.3514054717706416,XRotorResults
3.1254585473220837,4527.14111328125,0.12663771074542785,0.4467031035915066,XRotorResults
3.021276595744681,5935.59375,0.15515174855504213,0.5292293113996202,XRotorResults
2.9238160603980785,7395.1943359375,0.18103444649482076,0.6002517647794153,XRotorResults
2.8324468085106385,8894.13671875,0.20433316377585375,0.660843554887778,XRotorResults
2.746615087040619,10207.50390625,0.22050918801720343,0.6997371118595308,XRotorResults
2.665832290362954,11562.0146484375,0.23529391515213358,0.7329975712264639,XRotorResults
2.5896656534954405,13030.9130859375,0.25024982038120336,0.7648721826439616,XRotorResults
2.517730496453901,14562.583984375,0.26434339079101227,0.7928704680918159,XRotorResults
