r_norm     va     vt
0.20000	6.04365	8.24175
0.21000	6.32390	8.21326
0.22000	6.61002	8.19464
0.23000	6.90251	8.18519
0.24000	7.20183	8.18430
0.25000	7.50838	8.19136
0.26000	7.82249	8.20581
0.27000	8.14443	8.22710
0.28000	8.47378	8.25409
0.29000	8.80929	8.28501
0.30000	9.15250	8.32086
0.31000	9.50327	8.36105
0.32000	9.86135	8.40497
0.33000	10.23271	8.45720
0.34000	10.61391	8.51425
0.35000	11.00188	8.57331
0.36000	11.39587	8.63366
0.37000	11.81860	8.71192
0.38000	12.24691	8.79008
0.39000	12.67931	8.86709
0.40000	13.11344	8.94142
0.41000	13.54648	9.01140
0.42000	13.97938	9.07797
0.43000	14.41164	9.14102
0.44000	14.84241	9.20029
0.45000	15.27118	9.25571
0.46000	15.69723	9.30711
0.47000	16.12417	9.35685
0.48000	16.55482	9.40661
0.49000	16.98048	9.45157
0.50000	17.40000	9.49137
0.51000	17.76452	9.50021
0.52000	18.11523	9.50146
0.53000	18.45552	9.49730
0.54000	18.78688	9.48879
0.55000	19.10623	9.47463
0.56000	19.41373	9.45520
0.57000	19.70994	9.43106
0.58000	19.99193	9.40105
0.59000	20.25897	9.36516
0.60000	20.51025	9.32330
0.61000	20.74496	9.27540
0.62000	20.96349	9.22193
0.63000	21.16499	9.16278
0.64000	21.34889	9.09799
0.65000	21.51561	9.02797
0.66000	21.66416	8.95257
0.67000	21.79501	8.87222
0.68000	21.90879	8.78738
0.69000	22.00377	8.69757
0.70000	22.08012	8.60307
0.71000	22.13719	8.50382
0.72000	22.17250	8.39909
0.73000	22.18097	8.28720
0.74000	22.16160	8.16807
0.75000	22.11177	8.04104
0.76000	22.03012	7.90593
0.77000	21.91813	7.76359
0.78000	21.77907	7.61543
0.79000	21.61810	7.46346
0.80000	21.44164	7.31001
0.81000	21.25192	7.15588
0.82000	21.04937	7.00124
0.83000	20.83199	6.84546
0.84000	20.59334	6.68648
0.85000	20.33113	6.52368
0.86000	20.04345	6.35659
0.87000	19.72573	6.18392
0.88000	19.36980	6.00333
0.89000	18.97370	5.81449
0.90000	18.53131	5.61582
0.91000	18.03576	5.40559
0.92000	17.47920	5.18183
0.93000	16.85237	4.94229
0.94000	16.14474	4.68439
0.95000	15.34221	4.40468
0.96000	14.42443	4.09805
0.97000	13.35723	3.75573
0.98000	12.06309	3.35724
0.99000	10.26691	2.82849
