r_norm     va     vt
0.20000	1.96255	2.81550
0.21000	2.01983	2.75969
0.22000	2.08401	2.71795
0.23000	2.15582	2.68937
0.24000	2.23594	2.67309
0.25000	2.32495	2.66833
0.26000	2.42338	2.67433
0.27000	2.53169	2.69037
0.28000	2.65021	2.71574
0.29000	2.77922	2.74974
0.30000	2.91888	2.79165
0.31000	3.06942	2.84093
0.32000	3.23071	2.89677
0.33000	3.40247	2.95832
0.34000	3.58435	3.02481
0.35000	3.77589	3.09540
0.36000	3.97648	3.16929
0.37000	4.18529	3.24556
0.38000	4.40137	3.32330
0.39000	4.62359	3.40157
0.40000	4.85046	3.47928
0.41000	5.08091	3.55568
0.42000	5.31446	3.63057
0.43000	5.55078	3.70383
0.44000	5.78929	3.77518
0.45000	6.02976	3.84462
0.46000	6.27170	3.91194
0.47000	6.51432	3.97683
0.48000	6.75685	4.03895
0.49000	6.99887	4.09824
0.50000	7.23957	4.15440
0.51000	7.47817	4.20718
0.52000	7.71417	4.25649
0.53000	7.94709	4.30227
0.54000	8.17639	4.34444
0.55000	8.40129	4.38277
0.56000	8.62149	4.41733
0.57000	8.83638	4.44801
0.58000	9.04542	4.47472
0.59000	9.24792	4.49736
0.60000	9.44317	4.51577
0.61000	9.63054	4.52988
0.62000	9.80959	4.53967
0.63000	9.98017	4.54531
0.64000	10.14203	4.54685
0.65000	10.29385	4.54391
0.66000	10.43531	4.53657
0.67000	10.56726	4.52536
0.68000	10.68934	4.51032
0.69000	10.79839	4.49030
0.70000	10.89722	4.46666
0.71000	10.98540	4.43939
0.72000	11.05789	4.40662
0.73000	11.11458	4.36854
0.74000	11.15556	4.32539
0.75000	11.17699	4.27592
0.76000	11.17525	4.21900
0.77000	11.15596	4.15702
0.78000	11.12150	4.09105
0.79000	11.06924	4.02028
0.80000	11.00747	3.94787
0.81000	10.93898	3.87487
0.82000	10.86975	3.80339
0.83000	10.79867	3.73300
0.84000	10.71641	3.66046
0.85000	10.62101	3.58519
0.86000	10.52041	3.50994
0.87000	10.41414	3.43455
0.88000	10.28541	3.35355
0.89000	10.13089	3.26605
0.90000	9.94685	3.17109
0.91000	9.72892	3.06753
0.92000	9.47107	2.95377
0.93000	9.16880	2.82875
0.94000	8.81481	2.69061
0.95000	8.39950	2.53685
0.96000	7.90888	2.36379
0.97000	7.31928	2.16502
0.98000	6.57738	1.92572
0.99000	5.57584	1.61600
