J,Thrust,Ct,Cp,Source
3.2370820668693012,341.53377121751066,0.010248318308744892,0.05876090909608523,VeldhuisResults
3.1254585473220837,1600.7317462854342,0.0447772664457974,0.1657596468933548,VeldhuisResults
3.021276595744681,2934.851681628074,0.07671471285485154,0.2607413436557074,VeldhuisResults
2.9238160603980785,4331.898054550521,0.10604491659760112,0.3438793300507529,VeldhuisResults
2.8324468085106385,5789.899085017234,0.13301666428068618,0.41663511297722416,VeldhuisResults
2.746615087040619,7301.788880395737,0.15773802801126005,0.4800120660774198,VeldhuisResults
2.665832290362954,8861.27713482361,0.18033229101491383,0.535099830007356,VeldhuisResults
2.5896656534954405,10326.863677800271,0.19832039116733666,0.5766024196493758,VeldhuisResults
2.517730496453901,11733.478387420677,0.21298881201521588,0.6083198885395238,VeldhuisResults
2.449683726279471,13267.968484521365,0.22800060433928807,0.639208082591909,VeldhuisResults
2.3852183650615904,14870.089181759036,0.24225982264373253,0.6668222601081818,VeldhuisResults
2.324058919803601,16490.491969770694,0.2550582721701892,0.6897082646171158,VeldhuisResults
2.265957446808511,18077.233086966895,0.2657951121393687,0.7067312090279125,VeldhuisResults
3.2370820668693012,522.634521484375,0.015682563150978476,0.07634728489209072,XRotorResults
3.1254585473220837,1804.871826171875,0.050487676557018864,0.184870528984022,XRotorResults
3.021276595744681,3154.7685546875,0.08246316681397352,0.28043650921793506,XRotorResults
2.9238160603980785,4564.615234375,0.111741835965173,0.36413842564936183,XRotorResults
2.8324468085106385,6034.50244140625,0.13863616162614464,0.43760237769734067,XRotorResults
2.746615087040619,7556.8671875,0.16324839674557168,0.5017104389421397,XRotorResults
2.665832290362954,9126.267578125,0.1857250050684901,0.5575380369005846,XRotorResults
2.5896656534954405,10651.3671875,0.20455226029883006,0.6018827138419189,XRotorResults
2.517730496453901,12003.201171875,0.2178848823481149,0.6309427899974013,XRotorResults
2.449683726279471,13508.275390625,0.23213010765265907,0.6607773889467173,XRotorResults
2.3852183650615904,15087.9599609375,0.24580931960221564,0.6878402591748498,XRotorResults
2.324058919803601,16702.58984375,0.258338787837478,0.7109001294014397,XRotorResults
2.265957446808511,18261.61328125,0.2685061107850126,0.7271885441249908,XRotorResults
