# This file contains the data of initial population
# of objectives = 1, # of constraints = 10, # of real_var = 3, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-2.695276e+06	1.000860e+01	2.599140e+01	6.104385e+00	1.896414e+00	4.601090e-01	-6.010902e-02	6.261673e-02	8.738327e-02	5.341429e-01	6.658571e-01	5.319220e-01	-3.313917e+00	1.299570e+01	-6.010902e-02	25	1.000000e+14
-2.616338e+06	2.254171e+01	1.345829e+01	1.893634e+01	-1.093554e+01	-1.859969e-01	5.859969e-01	1.343257e-01	1.567429e-02	1.433489e+00	-2.334888e-01	1.964564e+00	-1.018799e+00	6.729145e+00	-1.135503e+01	198	1.000000e+14
-2.425386e+06	2.435560e+01	1.164440e+01	2.427162e+01	-1.627082e+01	1.357881e-01	2.642119e-01	1.473641e-01	2.635918e-03	1.480568e+00	-2.805679e-01	1.251055e+00	-7.078682e-01	5.822198e+00	-1.655139e+01	254	1.000000e+14
-2.740536e+06	1.650973e+01	1.949027e+01	1.786147e+01	-9.860668e+00	6.691503e-01	-2.691503e-01	9.286014e-02	5.713986e-02	8.542356e-01	3.457644e-01	6.840465e-02	-2.805349e+00	9.745136e+00	-1.012982e+01	191	1.000000e+14
-2.666042e+06	2.174411e+01	1.425589e+01	1.875312e+01	-1.075232e+01	7.078117e-03	3.929219e-01	1.289953e-01	2.100467e-02	1.368332e+00	-1.683321e-01	1.536450e+00	1.842094e+00	7.127946e+00	-1.092066e+01	195	1.000000e+14
-2.681502e+06	2.169492e+01	1.430508e+01	1.938887e+01	-1.138807e+01	1.011028e-01	2.988972e-01	1.309809e-01	1.901908e-02	1.349835e+00	-1.498349e-01	1.327964e+00	7.428341e-01	7.152542e+00	-1.153790e+01	203	1.000000e+14
-1.932986e+06	3.881891e-01	3.561181e+01	-1.586388e+01	2.386468e+01	1.813423e-01	2.186577e-01	-1.117842e-02	1.611784e-01	1.946936e-01	1.005306e+00	1.150045e+00	5.510118e-01	1.780591e+01	-1.587506e+01	246	1.000000e+14
-2.843928e+06	1.088234e+01	2.511766e+01	-5.936350e+00	1.393715e+01	-2.110063e-01	6.110063e-01	6.845546e-02	8.154454e-02	9.366193e-01	2.633807e-01	2.020019e+00	-1.509573e+00	1.255883e+01	-6.147356e+00	149	1.000000e+14
-1.691628e+06	9.784892e-01	3.502151e+01	-5.060029e+00	1.306083e+01	5.007685e-01	-1.007685e-01	-2.455002e-02	1.745500e-01	-1.014242e-01	1.301424e+00	4.417657e-01	-4.867216e-01	1.751076e+01	-5.286772e+00	135	1.000000e+14
-2.641692e+06	2.164572e+01	1.435428e+01	2.337595e+01	-1.537515e+01	6.235837e-01	-2.235837e-01	1.313669e-01	1.863311e-02	1.239377e+00	-3.937735e-02	1.694416e-01	1.719689e+00	7.177138e+00	-1.563812e+01	243	1.000000e+14
-2.605493e+06	2.270966e+01	1.329034e+01	1.986238e+01	-1.186158e+01	-9.913818e-02	4.991382e-01	1.363228e-01	1.367721e-02	1.429361e+00	-2.293606e-01	1.771968e+00	1.274615e-02	6.645172e+00	-1.219007e+01	210	1.000000e+14
-2.164842e+06	7.019454e+00	2.898055e+01	4.380282e+00	3.620517e+00	5.594225e-01	-1.594225e-01	1.854072e-02	1.314593e-01	2.496164e-01	9.503836e-01	3.117093e-01	8.598970e-01	1.449027e+01	-1.594225e-01	38	1.000000e+14
-2.956293e+06	1.748822e+01	1.851178e+01	1.349936e+01	-5.498557e+00	2.274417e-01	1.725583e-01	1.132669e-01	3.673307e-02	1.097058e+00	1.029416e-01	1.047827e+00	-4.345978e+00	9.255892e+00	-5.498557e+00	138	1.000000e+14
-2.866131e+06	1.738983e+01	1.861017e+01	1.421813e+01	-6.217335e+00	2.977016e-01	1.022984e-01	1.043096e-01	4.569037e-02	1.068021e+00	1.319787e-01	8.920360e-01	1.925516e+00	9.305084e+00	-6.217335e+00	151	1.000000e+14
