J,Thrust,Ct,Cp,Source
3.7765957446808516,-1478.366388326799,-0.0603802089496905,-0.1845377351031688,A&LResults
3.6255319148936174,-405.41872883801994,-0.015260150095969933,-0.020641228119714593,A&LResults
3.486088379705401,744.514188020916,0.0259096351515494,0.12195128244199509,A&LResults
3.356973995271868,1975.6814739068668,0.06375649211655608,0.2470128150488934,A&LResults
3.2370820668693012,3285.6672933814375,0.09859219531693224,0.3567226857229824,A&LResults
3.1254585473220837,4663.217415443022,0.13044417291686655,0.45169278019359316,A&LResults
3.021276595744681,6102.65503742605,0.15951859910980054,0.5335569868958044,A&LResults
2.9238160603980785,7596.4918892137,0.18596221302571866,0.6038232791312761,A&LResults
2.8324468085106385,9093.131990824184,0.20890486475203007,0.6611080087577783,A&LResults
2.746615087040619,10389.650590867714,0.22444404005291854,0.6962349748348152,A&LResults
2.665832290362954,11821.334918113165,0.24057123778020517,0.7308887739382254,A&LResults
2.5896656534954405,13332.03912303353,0.2560327410559416,0.7619454549954678,A&LResults
2.517730496453901,14872.862147570224,0.2699756317336524,0.7874171138163085,A&LResults
3.7765957446808516,-1529.5018310546875,-0.06246870929779386,-0.18974259671610982,XRotorResults
3.6255319148936174,-464.93377685546875,-0.017500324269270128,-0.02677919541907376,XRotorResults
3.486088379705401,670.5975341796875,0.023337281845911925,0.11510329840942443,XRotorResults
3.356973995271868,1889.728271484375,0.06098272785089963,0.24130838000996785,XRotorResults
3.2370820668693012,3176.359130859375,0.09531221266901808,0.3512042344467067,XRotorResults
3.1254585473220837,4525.04541015625,0.12657908764543802,0.4464814540083589,XRotorResults
3.021276595744681,5933.1337890625,0.15508744711243913,0.5289883231511574,XRotorResults
2.9238160603980785,7392.3330078125,0.18096440114782666,0.5999934393261896,XRotorResults
2.8324468085106385,8890.771484375,0.20425585115874037,0.6605648204723913,XRotorResults
2.746615087040619,10203.3203125,0.2204188112836475,0.6994241971890737,XRotorResults
2.665832290362954,11556.8720703125,0.23518926061070636,0.7326481853296045,XRotorResults
2.5896656534954405,13025.826171875,0.2501521296574575,0.7645439288700546,XRotorResults
2.517730496453901,14558.01953125,0.2642605357827621,0.7925801611324623,XRotorResults
