r_norm     va     vt
0.20323	-0.19965	-0.26580
0.21558	-0.05543	-0.06956
0.23834	0.44239	0.50221
0.26873	1.35778	1.36706
0.30422	2.62728	2.33662
0.34292	4.11605	3.24762
0.38348	5.64535	3.98311
0.42499	7.04218	4.48333
0.46680	8.24159	4.77697
0.50843	9.29900	4.94854
0.54952	10.27276	5.05800
0.58977	11.13829	5.10989
0.62894	11.85265	5.09894
0.66683	12.40944	5.03509
0.70327	12.84139	4.94038
0.73810	13.17280	4.82873
0.77119	13.39193	4.69848
0.80239	13.47372	4.54332
0.83161	13.40668	4.36187
0.85875	13.17534	4.15116
0.88370	12.76783	3.90918
0.90639	12.18072	3.63606
0.92674	11.41938	3.33392
0.94470	10.49597	3.00610
0.96019	9.42558	2.65598
0.97317	8.22129	2.28572
0.98361	6.90237	1.89867
0.99146	5.44260	1.48526
0.99671	3.83776	1.04179
0.99934	2.43365	0.65890
