r_norm     va     vt
0.20323	-0.19816	-0.26382
0.21558	-0.05543	-0.06957
0.23834	0.43721	0.49635
0.26873	1.34309	1.35233
0.30422	2.59941	2.31192
0.34292	4.07273	3.21356
0.38348	5.58615	3.94149
0.42499	6.96849	4.43658
0.46680	8.15546	4.72722
0.50843	9.20192	4.89706
0.54952	10.16561	5.00544
0.58977	11.02220	5.05683
0.62894	11.72919	5.04602
0.66683	12.28026	4.98286
0.70327	12.70769	4.88913
0.73810	13.03563	4.77863
0.77119	13.25251	4.64974
0.80239	13.33348	4.49620
0.83161	13.26715	4.31663
0.85875	13.03826	4.10813
0.88370	12.63501	3.86866
0.90639	12.05403	3.59837
0.92674	11.30062	3.29938
0.94470	10.38684	2.97496
0.96019	9.32759	2.62847
0.97317	8.13583	2.26205
0.98361	6.83066	1.87901
0.99146	5.38605	1.46988
0.99671	3.79789	1.03101
0.99934	2.40838	0.65208
