r_norm     va     vt
0.20323	-0.19915	-0.26516
0.21558	-0.05646	-0.07086
0.23834	0.43607	0.49509
0.26873	1.34174	1.35105
0.30422	2.59777	2.31062
0.34292	4.07077	3.21223
0.38348	5.58386	3.94014
0.42499	6.96591	4.43524
0.46680	8.15264	4.72591
0.50843	9.19892	4.89580
0.54952	10.16245	5.00422
0.58977	11.01896	5.05568
0.62894	11.72590	5.04494
0.66683	12.27693	4.98185
0.70327	12.70424	4.88813
0.73810	13.03201	4.77763
0.77119	13.24887	4.64878
0.80239	13.32987	4.49529
0.83161	13.26362	4.31578
0.85875	13.03484	4.10733
0.88370	12.63173	3.86791
0.90639	12.05093	3.59769
0.92674	11.29775	3.29876
0.94470	10.38423	2.97441
0.96019	9.32528	2.62800
0.97317	8.13384	2.26165
0.98361	6.82904	1.87870
0.99146	5.38478	1.46964
0.99671	3.79700	1.03084
0.99934	2.40782	0.65197
