r_norm     va     vt
0.20323	1.35432	6.54791
0.21558	1.40418	6.40013
0.23834	1.56999	6.47268
0.26873	1.86227	6.80942
0.30422	2.25353	7.27866
0.34292	2.70484	7.75058
0.38348	3.17289	8.13006
0.42499	3.60335	8.33120
0.46680	3.95655	8.32849
0.50843	4.21099	8.13829
0.54952	4.35765	7.79206
0.58977	4.40598	7.34081
0.62894	4.36086	6.81309
0.66683	4.23442	6.23960
0.70327	4.04252	5.64817
0.73810	3.79821	5.05640
0.77119	3.51350	4.47675
0.80239	3.20279	3.92213
0.83161	2.88012	3.40306
0.85875	2.55626	2.92496
0.88370	2.24014	2.49087
0.90639	1.93930	2.10238
0.92674	1.65938	1.75941
0.94470	1.40404	1.46039
0.96019	1.17306	1.20045
0.97317	0.96236	0.97169
0.98361	0.76580	0.76502
0.99146	0.57698	0.57183
0.99671	0.39627	0.39066
0.99934	0.25873	0.25440
