r_norm     va     vt
0.20323	1.14196	5.06600
0.21558	1.19491	4.99727
0.23834	1.37822	5.21359
0.26873	1.71243	5.74526
0.30422	2.17112	6.43433
0.34292	2.71166	7.12948
0.38348	3.28372	7.72033
0.42499	3.82633	8.11736
0.46680	4.29226	8.29023
0.50843	4.65287	8.25088
0.54952	4.89359	8.02894
0.58977	5.02007	7.67436
0.62894	5.03547	7.21843
0.66683	4.95146	6.69463
0.70327	4.78453	6.13376
0.73810	4.54909	5.55672
0.77119	4.25884	4.97903
0.80239	3.93003	4.41592
0.83161	3.57889	3.88006
0.85875	3.21822	3.37879
0.88370	2.85878	2.91667
0.90639	2.50958	2.49630
0.92674	2.17825	2.11915
0.94470	1.86916	1.78388
0.96019	1.58170	1.48518
0.97317	1.31176	1.21529
0.98361	1.05295	0.96516
0.99146	0.79845	0.72608
0.99671	0.55265	0.49991
0.99934	0.36837	0.33234
