r_norm     va     vt
0.20323	-2.08207	-3.26006
0.21558	-2.00671	-2.96208
0.23834	-1.74907	-2.33529
0.26873	-1.26835	-1.50195
0.30422	-0.59014	-0.61729
0.34292	0.22183	0.20586
0.38348	1.07143	0.88910
0.42499	1.85908	1.39202
0.46680	2.55451	1.74142
0.50843	3.20495	2.00593
0.54952	3.85471	2.23222
0.58977	4.48073	2.41767
0.62894	5.04375	2.55195
0.66683	5.52765	2.63785
0.70327	5.93442	2.68523
0.73810	6.26536	2.70119
0.77119	6.51275	2.68740
0.80239	6.67278	2.64635
0.83161	6.74243	2.58001
0.85875	6.71333	2.48771
0.88370	6.57852	2.36892
0.90639	6.33640	2.22461
0.92674	5.99027	2.05690
0.94470	5.54735	1.86862
0.96019	5.01633	1.66248
0.97317	4.40358	1.43994
0.98361	3.70899	1.19995
0.99146	2.92775	0.93969
0.99671	2.07340	0.66197
0.99934	1.33814	0.42610
