r_norm     va     vt
0.20323	3.17109	12.50463
0.21558	3.27953	12.19144
0.23834	3.64433	12.25416
0.26873	4.29588	12.81144
0.30422	5.17886	13.64275
0.34292	6.21230	14.51854
0.38348	7.30988	15.27664
0.42499	8.36909	15.78185
0.46680	9.31796	15.99736
0.50843	10.09437	15.91133
0.54952	10.66346	15.55166
0.58977	11.03524	14.99551
0.62894	11.21408	14.28941
0.66683	11.20999	13.47245
0.70327	11.04614	12.58766
0.73810	10.74407	11.66570
0.77119	10.32119	10.72582
0.80239	9.80313	9.79123
0.83161	9.21670	8.88205
0.85875	8.58467	8.01157
0.88370	7.92240	7.18474
0.90639	7.24306	6.40422
0.92674	6.56032	5.67315
0.94470	5.89396	5.00006
0.96019	5.23692	4.37099
0.97317	4.54657	3.74416
0.98361	3.79960	3.09582
0.99146	2.97932	2.40824
0.99671	2.11177	1.69799
0.99934	1.42116	1.13970
