r_norm     va     vt
0.20323	-0.20589	-0.27411
0.21558	-0.05761	-0.07231
0.23834	0.45417	0.51560
0.26873	1.39523	1.40483
0.30422	2.70036	2.40170
0.34292	4.23090	3.33837
0.38348	5.80310	4.09457
0.42499	7.23915	4.60891
0.46680	8.47223	4.91084
0.50843	9.55933	5.08728
0.54952	10.56045	5.19986
0.58977	11.45034	5.25326
0.62894	12.18480	5.24203
0.66683	12.75727	5.17643
0.70327	13.20132	5.07905
0.73810	13.54197	4.96426
0.77119	13.76727	4.83036
0.80239	13.85140	4.67086
0.83161	13.78250	4.48432
0.85875	13.54471	4.26771
0.88370	13.12579	4.01893
0.90639	12.52224	3.73815
0.92674	11.73957	3.42754
0.94470	10.79029	3.09052
0.96019	9.68990	2.73057
0.97317	8.45185	2.34992
0.98361	7.09599	1.95201
0.99146	5.59526	1.52698
0.99671	3.94542	1.07106
0.99934	2.50193	0.67741
