r_norm     va     vt
0.20323	-0.10585	-0.14091
0.21558	0.00682	0.00856
0.23834	0.55085	0.62534
0.26873	1.53461	1.54512
0.30422	2.84414	2.52950
0.34292	4.31518	3.40475
0.38348	5.80303	4.09438
0.42499	7.21101	4.59084
0.46680	8.48355	4.91725
0.50843	9.59812	5.10775
0.54952	10.55515	5.19708
0.58977	11.36555	5.21418
0.62894	12.04471	5.18159
0.66683	12.60838	5.11584
0.70327	13.08298	5.03336
0.73810	13.48724	4.94403
0.77119	13.79357	4.83942
0.80239	13.96451	4.70885
0.83161	13.98199	4.54907
0.85875	13.82197	4.35492
0.88370	13.46646	4.12310
0.90639	12.90935	3.85358
0.92674	12.15652	3.54916
0.94470	11.22314	3.21439
0.96019	10.12877	2.85415
0.97317	8.89066	2.47184
0.98361	7.51684	2.06771
0.99146	6.02376	1.64387
0.99671	4.34084	1.17836
0.99934	2.55868	0.69275
